0	4867	0	1
0	6182	0	1
0	6409	0	1
1	4659	0	1
1	5537	0	1
1	7754	0	1
2	4120	0	1
2	5800	0	1
2	5952	0	1
3	4930	0	1
3	6454	0	1
3	7423	0	1
4	4229	0	1
4	5633	0	1
4	5847	0	1
5	4702	0	1
5	5070	0	1
5	7698	0	1
6	3950	0	1
6	5205	0	1
6	6562	0	1
7	5872	0	1
7	7247	0	1
7	7578	0	1
8	3711	0	1
8	6920	0	1
8	7679	0	1
9	4471	0	1
9	7024	0	1
9	7784	0	1
10	4529	0	1
10	5280	0	1
10	5800	0	1
11	4659	0	1
11	5537	0	1
11	7754	0	1
12	6090	0	1
12	7273	0	1
12	7754	0	1
13	4582	0	1
13	6462	0	1
13	7679	0	1
14	4190	0	1
14	7186	0	1
14	7196	0	1
15	5872	0	1
15	7247	0	1
15	7578	0	1
16	5837	0	1
16	5958	0	1
16	7754	0	1
17	5392	0	1
17	5495	0	1
17	7478	0	1
18	3796	0	1
18	4109	0	1
18	6601	0	1
19	5876	0	1
19	6195	0	1
19	7015	0	1
20	4444	0	1
20	6039	0	1
20	7109	0	1
21	4544	0	1
21	6858	0	1
21	6938	0	1
22	4097	0	1
22	5872	0	1
22	7247	0	1
23	3739	0	1
23	6002	0	1
23	6945	0	1
24	4004	0	1
24	4951	0	1
24	5533	0	1
25	3722	0	1
25	4595	0	1
25	5800	0	1
26	4702	0	1
26	5070	0	1
26	7698	0	1
27	4326	0	1
27	4904	0	1
27	7247	0	1
28	4201	0	1
28	4618	0	1
28	5027	0	1
29	5885	0	1
29	5968	0	1
29	6123	0	1
30	4539	0	1
30	5046	0	1
30	5664	0	1
31	3929	0	1
31	5027	0	1
31	7341	0	1
32	3796	0	1
32	3885	0	1
32	6601	0	1
33	4701	0	1
33	5525	0	1
33	6761	0	1
34	4364	0	1
34	6039	0	1
34	6802	0	1
35	5826	0	1
35	6003	0	1
35	7387	0	1
36	4330	0	1
36	4896	0	1
36	7422	0	1
37	4004	0	1
37	4150	0	1
37	6454	0	1
38	6158	0	1
38	7177	0	1
38	7709	0	1
39	3953	0	1
39	5428	0	1
39	7184	0	1
40	4618	0	1
40	7186	0	1
40	7719	0	1
41	3904	0	1
41	3995	0	1
41	5508	0	1
42	5966	0	1
42	6593	0	1
42	6938	0	1
43	5688	0	1
43	5710	0	1
43	6730	0	1
44	4066	0	1
44	4135	0	1
44	5099	0	1
45	4539	0	1
45	5046	0	1
45	6941	0	1
46	4579	0	1
46	4838	0	1
46	5682	0	1
47	3677	0	1
47	5614	0	1
47	6722	0	1
48	4896	0	1
48	4967	0	1
48	5023	0	1
49	5199	0	1
49	7059	0	1
49	7967	0	1
50	4199	0	1
50	5513	0	1
50	6126	0	1
51	5521	0	1
51	6084	0	1
51	6944	0	1
52	4502	0	1
52	6481	0	1
52	7255	0	1
53	4368	0	1
53	6428	0	1
53	7089	0	1
54	3739	0	1
54	4039	0	1
54	4120	0	1
55	6121	0	1
55	7069	0	1
55	7719	0	1
56	5446	0	1
56	6454	0	1
56	6695	0	1
57	4292	0	1
57	4815	0	1
57	4896	0	1
58	3780	0	1
58	5660	0	1
58	5955	0	1
59	4904	0	1
59	6761	0	1
59	7247	0	1
60	4125	0	1
60	5682	0	1
60	6444	0	1
61	3886	0	1
61	5835	0	1
61	7478	0	1
62	4831	0	1
62	5821	0	1
62	6386	0	1
63	4632	0	1
63	7253	0	1
63	7478	0	1
64	5446	0	1
64	5970	0	1
64	7735	0	1
65	5506	0	1
65	6914	0	1
65	7420	0	1
66	4779	0	1
66	6226	0	1
66	7234	0	1
67	4301	0	1
67	4930	0	1
67	5128	0	1
68	3780	0	1
68	5421	0	1
68	5628	0	1
69	3922	0	1
69	4495	0	1
69	5872	0	1
70	4904	0	1
70	5872	0	1
70	7247	0	1
71	5075	0	1
71	5837	0	1
71	7578	0	1
72	3811	0	1
72	5842	0	1
72	7320	0	1
73	4502	0	1
73	4951	0	1
73	5072	0	1
74	4850	0	1
74	6424	0	1
74	6870	0	1
75	4097	0	1
75	4587	0	1
75	5872	0	1
76	5270	0	1
76	6817	0	1
76	6865	0	1
77	4095	0	1
77	4951	0	1
77	6042	0	1
78	3685	0	1
78	6502	0	1
78	6510	0	1
79	4663	0	1
79	4861	0	1
79	7292	0	1
80	4946	0	1
80	5890	0	1
80	6167	0	1
81	4033	0	1
81	5205	0	1
81	7131	0	1
82	3955	0	1
82	4320	0	1
82	6158	0	1
83	3832	0	1
83	5209	0	1
83	5306	0	1
84	4930	0	1
84	6938	0	1
84	7423	0	1
85	4925	0	1
85	6158	0	1
85	7177	0	1
86	3953	0	1
86	4747	0	1
86	4957	0	1
87	5521	0	1
87	7069	0	1
87	7719	0	1
88	5493	0	1
88	5531	0	1
88	5751	0	1
89	3789	0	1
89	5415	0	1
89	7735	0	1
90	4415	0	1
90	4974	0	1
90	5817	0	1
91	4011	0	1
91	5822	0	1
91	6556	0	1
92	5296	0	1
92	6598	0	1
92	7698	0	1
93	4801	0	1
93	5216	0	1
93	6729	0	1
94	5046	0	1
94	5383	0	1
94	6223	0	1
95	3811	0	1
95	3843	0	1
95	3972	0	1
96	4070	0	1
96	4367	0	1
96	7478	0	1
97	3749	0	1
97	6204	0	1
97	7478	0	1
98	4125	0	1
98	4256	0	1
98	7754	0	1
99	3973	0	1
99	4734	0	1
99	4896	0	1
100	5446	0	1
100	6454	0	1
100	6945	0	1
101	4049	0	1
101	4681	0	1
101	6357	0	1
102	5971	0	1
102	7205	0	1
102	7913	0	1
103	4322	0	1
103	4618	0	1
103	5826	0	1
