1044	11140	0	1	
1044	10002	0	1	
1044	6381	0	1	
1044	3665	0	1	
1044	8626	0	1	
1044	8197	0	1	
1044	5398	0	1	
1044	5396	0	1	
1044	9983	0	1	
1044	10688	0	1	
1044	9560	0	1	
1044	11416	0	1	
1044	4035	0	1	
1160	9780	0	1	
1160	7937	0	1	
1160	2785	0	1	
1160	7916	0	1	
1287	4817	0	1	
1287	9987	0	1	
1287	3575	0	1	
1287	9264	0	1	
1287	5611	0	1	
1287	7052	0	1	
1287	5502	0	1	
1287	8221	0	1	
1287	4607	0	1	
1287	9219	0	1	
1287	5033	0	1	
1288	11433	0	1	
1288	3931	0	1	
1288	5575	0	1	
1288	6663	0	1	
1288	2334	0	1	
1288	9333	0	1	
1288	8803	0	1	
1288	5582	0	1	
1288	9876	0	1	
1286	10427	0	1	
1286	3803	0	1	
1286	3804	0	1	
1286	3487	0	1	
1286	3491	0	1	
1688	7619	0	1	
1688	10741	0	1	
1688	4831	0	1	
1688	2259	0	1	
1688	2436	0	1	
1689	10740	0	1	
1689	10741	0	1	
1689	4831	0	1	
1690	11349	0	1	
1690	4546	0	1	
1690	4261	0	1	
1794	11430	0	1	
1794	2542	0	1	
1794	2361	0	1	
1794	5619	0	1	
1794	3621	0	1	
1916	10086	0	1	
1916	5422	0	1	
1916	7990	0	1	
1916	2535	0	1	
1916	2541	0	1	
1916	7145	0	1	
1916	8738	0	1	
1916	7089	0	1	
1916	2531	0	1	
1916	7826	0	1	
1916	7523	0	1	
1915	5674	0	1	
1915	9706	0	1	
1918	3794	0	1	
1918	10357	0	1	
1918	5921	0	1	
1918	11293	0	1	
1918	11292	0	1	
1918	8161	0	1	
1918	7920	0	1	
1918	6001	0	1	
1918	6000	0	1	
1918	8729	0	1	
1918	8260	0	1	
1918	5047	0	1	
1918	5046	0	1	
1918	5049	0	1	
1918	4866	0	1	
1918	4523	0	1	
1918	4017	0	1	
1918	10034	0	1	
1918	7139	0	1	
1918	9638	0	1	
1917	5276	0	1	
1917	8594	0	1	
1917	8713	0	1	
1917	10090	0	1	
1917	5802	0	1	
1917	5801	0	1	
1917	3063	0	1	
1917	5164	0	1	
1917	8582	0	1	
1917	8581	0	1	
1917	9341	0	1	
1917	11496	0	1	
1917	3637	0	1	
1917	9477	0	1	
1917	2059	0	1	
1917	9734	0	1	
1917	5984	0	1	
1917	2938	0	1	
1917	2935	0	1	
1917	8935	0	1	
1917	4345	0	1	
1917	9791	0	1	
1917	2463	0	1	
1917	9702	0	1	
1917	9444	0	1	
1917	6350	0	1	
1917	5896	0	1	
1917	5595	0	1	
1917	2867	0	1	
1917	4308	0	1	
1917	5546	0	1	
1917	10541	0	1	
1917	5534	0	1	
1917	8590	0	1	
1917	6916	0	1	
1917	6906	0	1	
1917	7047	0	1	
1917	6206	0	1	
1917	2048	0	1	
1917	9993	0	1	
1917	4903	0	1	
1917	3747	0	1	
1917	7614	0	1	
1917	9615	0	1	
1917	8247	0	1	
1917	8452	0	1	
1917	3423	0	1	
1917	7466	0	1	
1917	5381	0	1	
1917	11474	0	1	
1917	3489	0	1	
1917	3378	0	1	
1917	3373	0	1	
1917	2970	0	1	
1917	2176	0	1	
1917	6481	0	1	
1917	7315	0	1	
1917	4592	0	1	
1917	6066	0	1	
1917	11454	0	1	
1917	4382	0	1	
1917	7339	0	1	
1917	7880	0	1	
1917	3598	0	1	
1917	4780	0	1	
1917	2621	0	1	
1917	11403	0	1	
1917	2294	0	1	
1917	11530	0	1	
1917	9050	0	1	
1917	6794	0	1	
17	5836	0	1	
17	6705	0	1	
17	3458	0	1	
17	8078	0	1	
17	7878	0	1	
17	6164	0	1	
17	10666	0	1	
17	4136	0	1	
17	7589	0	1	
17	8309	0	1	
17	11295	0	1	
17	8767	0	1	
17	10379	0	1	
17	11092	0	1	
17	10162	0	1	
17	10489	0	1	
17	10204	0	1	
17	9652	0	1	
17	10542	0	1	
17	7957	0	1	
17	9271	0	1	
17	10791	0	1	
17	4879	0	1	
17	4466	0	1	
17	7497	0	1	
17	2509	0	1	
17	6136	0	1	
17	3249	0	1	
18	7690	0	1	
18	7693	0	1	
18	7694	0	1	
18	7684	0	1	
18	6910	0	1	
18	8362	0	1	
18	9291	0	1	
18	7939	0	1	
18	5313	0	1	
18	7850	0	1	
18	2475	0	1	
16	7690	0	1	
16	7693	0	1	
16	7694	0	1	
16	6910	0	1	
16	5313	0	1	
16	5995	0	1	
16	7245	0	1	
16	2475	0	1	
989	4771	0	1	
989	6704	0	1	
989	8106	0	1	
989	6158	0	1	
989	2674	0	1	
990	2753	0	1	
990	4726	0	1	
990	9257	0	1	
990	6158	0	1	
990	2007	0	1	
990	2674	0	1	
1979	7129	0	1	
1979	7034	0	1	
1979	7540	0	1	
1979	6448	0	1	
1979	6110	0	1	
1980	6095	0	1	
1980	11513	0	1	
1980	6853	0	1	
1980	8559	0	1	
913	5928	0	1	
913	5387	0	1	
913	7378	0	1	
913	9621	0	1	
913	5679	0	1	
913	3604	0	1	
914	6638	0	1	
914	6637	0	1	
914	2923	0	1	
915	11495	0	1	
915	6435	0	1	
915	6738	0	1	
915	11307	0	1	
915	8276	0	1	
915	2248	0	1	
915	8480	0	1	
915	2125	0	1	
915	10236	0	1	
915	11009	0	1	
915	8034	0	1	
915	10308	0	1	
915	10322	0	1	
915	4991	0	1	
1906	2087	0	1	
1906	6370	0	1	
1906	6233	0	1	
1906	7421	0	1	
1906	11315	0	1	
1907	11312	0	1	
1907	10095	0	1	
1907	10097	0	1	
1907	4637	0	1	
1907	2196	0	1	
1907	8281	0	1	
1130	8969	0	1	
1130	2613	0	1	
1130	11030	0	1	
1130	7902	0	1	
1129	8080	0	1	
1129	5740	0	1	
1129	7775	0	1	
1129	5250	0	1	
1129	8980	0	1	
1129	9778	0	1	
1129	5521	0	1	
1129	11456	0	1	
1129	11363	0	1	
1129	4280	0	1	
1129	10231	0	1	
103	10060	0	1	
103	7066	0	1	
103	8834	0	1	
103	10858	0	1	
103	6008	0	1	
1308	8619	0	1	
1308	11089	0	1	
1308	9228	0	1	
1308	2552	0	1	
1308	10963	0	1	
1308	8012	0	1	
238	10022	0	1	
238	2106	0	1	
238	2105	0	1	
238	2842	0	1	
238	9995	0	1	
238	7035	0	1	
1173	11267	0	1	
1173	7359	0	1	
1173	9750	0	1	
1173	2600	0	1	
1173	2481	0	1	
1173	2302	0	1	
1173	10312	0	1	
1173	10533	0	1	
1173	6412	0	1	
1173	3765	0	1	
1173	6438	0	1	
1173	8530	0	1	
1173	4796	0	1	
1106	8601	0	1	
1106	6026	0	1	
1106	9828	0	1	
1106	9169	0	1	
1106	5227	0	1	
1106	3801	0	1	
1106	8596	0	1	
1106	6904	0	1	
1106	4663	0	1	
1106	10278	0	1	
1106	3160	0	1	
1106	6964	0	1	
1106	6965	0	1	
1106	3511	0	1	
137	7435	0	1	
137	5011	0	1	
137	5022	0	1	
137	9478	0	1	
137	4579	0	1	
137	11290	0	1	
137	4478	0	1	
137	9981	0	1	
137	2566	0	1	
137	10441	0	1	
137	3377	0	1	
137	9188	0	1	
137	3767	0	1	
1024	11095	0	1	
1024	2025	0	1	
1024	5990	0	1	
1024	8066	0	1	
1024	11060	0	1	
1024	5093	0	1	
1024	10207	0	1	
1024	3195	0	1	
1024	10980	0	1	
1024	6373	0	1	
1024	10714	0	1	
1024	11399	0	1	
1024	2993	0	1	
1024	10603	0	1	
1024	11295	0	1	
1024	8152	0	1	
1024	11092	0	1	
1024	7411	0	1	
1024	10162	0	1	
1024	10865	0	1	
1024	10489	0	1	
1024	3021	0	1	
1024	10344	0	1	
1024	7599	0	1	
1024	2655	0	1	
1024	6490	0	1	
1024	10660	0	1	
1024	8289	0	1	
1024	3166	0	1	
1024	3887	0	1	
1024	10363	0	1	
1024	8171	0	1	
1024	4418	0	1	
1024	10872	0	1	
1024	10877	0	1	
1024	2416	0	1	
1024	9874	0	1	
1024	4281	0	1	
1024	2241	0	1	
1024	11031	0	1	
1024	6196	0	1	
1024	3894	0	1	
1024	11277	0	1	
1024	8088	0	1	
1024	4603	0	1	
1024	3130	0	1	
1024	4797	0	1	
1024	8746	0	1	
1023	5089	0	1	
1023	6563	0	1	
1023	6526	0	1	
1025	6239	0	1	
1025	8753	0	1	
1025	9951	0	1	
1025	11014	0	1	
1025	9204	0	1	
1025	5041	0	1	
73	2943	0	1	
73	8804	0	1	
73	6129	0	1	
73	7795	0	1	
73	7274	0	1	
73	3952	0	1	
940	9167	0	1	
940	9413	0	1	
940	10701	0	1	
940	9814	0	1	
940	8533	0	1	
3	10074	0	1	
3	5158	0	1	
3	4115	0	1	
3	4238	0	1	
3	4963	0	1	
3	5948	0	1	
3	4261	0	1	
3	8890	0	1	
468	11434	0	1	
468	4534	0	1	
